source,target,tgt_lng
Kriegspfad,刃馬合一,zh-TW
Kritický úspěch,究極暴擊,zh-TW
Kritik Başarı,究極暴擊,zh-TW
Kritikus siker,究極暴擊,zh-TW
Kritischer Erfolg,究極暴擊,zh-TW
Krmení plamenů,熊熊火勢,zh-TW
Krone des Taktikers,棋手皇冠,zh-TW
Kronwacht,皇冠守衛,zh-TW
Kroužková vesta,鎖子甲,zh-TW
Krvavá oběť,血祭,zh-TW
Krvežíznivec,嗜血者,zh-TW
Krwiopijec,嗜血者,zh-TW
Krytyczny Sukces,究極暴擊,zh-TW
Księga Cech,特性典籍,zh-TW
Kuchnia Taktyka,棋手廚房,zh-TW
Kukiełka Cienia,影子木偶,zh-TW
Kukla Yağmuru!,碰撞測試,zh-TW
Kuklaya Dönüştür,鈍化,zh-TW
Kukła Treningowa,訓練假人,zh-TW
Kukły do Testów Wypadkowych,碰撞測試,zh-TW
Kule,防禦高塔,zh-TW
Kusursuzluk Arayışı,最大最小化,zh-TW
Kutilův dar,女武神的祝福,zh-TW
Kybernetická linka,模控機械上鏈,zh-TW
Kybernetické implantáty,模控機械移植,zh-TW
Kybernetische Implantate,模控機械移植,zh-TW
Kybernetische Verbindung,模控機械上鏈,zh-TW
Kártyacsomag,強化包,zh-TW
Kâhin,神諭,zh-TW
Kék erősítés,藍Buff,zh-TW
Kích Cỡ Là Quan Trọng,大小很重要,zh-TW
Kính Khóa Mục Tiêu,目標鎖定光學,zh-TW
Kính Nhắm Ma Pháp,視界專注,zh-TW
Könnyek patakja,淚如泉湧,zh-TW
Könyörtelen költség,惡性經營,zh-TW
Kötü Niyetli Kazanç,惡性經營,zh-TW
Kötü Yazılım Matrisi,惡意程式矩陣,zh-TW
Közös gyakorlás,鈍化,zh-TW
Küldetés újrakezdése,重新開始任務,zh-TW
Küçük Benlik Aynası,初級鏡像人格,zh-TW
Kılavuz,星靈牧者,zh-TW
Kılavuz Amblemi,星靈牧者徽章,zh-TW
Kılçık,惡鯊火箭,zh-TW
Kılıç Fazlalığı,刀劍湧流,zh-TW
Kılıç İşçisi,劍匠,zh-TW
Kırmızı Güçlendirme,紅Buff,zh-TW
Kısmen Büyülü Zar,一點點重抽魔法,zh-TW
Kısmi Yükseliş,不完全飛昇,zh-TW
Kıymetli Metaller,鋼鐵素材,zh-TW
Kızartma Tavası,平底鍋,zh-TW
Kẻ Sống Sót,生存專家,zh-TW
Kết Nối Drone,無人機上鏈,zh-TW
Kết Nối Gián Đoạn,就差你一個,zh-TW
Kề Vai Sát Cánh,攜手同行,zh-TW
Kỳ Vọng Bất Ngờ,預料中的意外,zh-TW
Kỷ Nguyên,紀元,zh-TW
L'Albero dei tratti,特性神木,zh-TW
L'amour du risque,高風險高報酬,zh-TW
L'atteso inaspettato,預料中的意外,zh-TW
L'indomabile,不屈鬥魂,zh-TW
L'indomptable,不屈鬥魂,zh-TW
L'onore del Signore della guerra,戰國軍閥之榮耀,zh-TW
L'uovo dorato,黃金蛋,zh-TW
La Bramasangue,嗜血者,zh-TW
La Paciencia es una Virtud,耐心是美德,zh-TW
La Sanguinaria,嗜血者,zh-TW
La Torre,防禦高塔,zh-TW
La Tour,防禦高塔,zh-TW
La cumpărături,買不手軟,zh-TW
La espera merece la pena,值得等待,zh-TW
La fortuna te sonríe,鴻運當頭,zh-TW
La legge della mazza,戰錘意志,zh-TW
La paciencia es una virtud,耐心是美德,zh-TW
La pazienza è una virtù,耐心是美德,zh-TW
La torre,防禦高塔,zh-TW
La trama lo protege,主角威能,zh-TW
La unión hace la fuerza,人多好辦事,zh-TW
Lacrima della dea,女神之淚,zh-TW
Lacrima zeiței,女神之淚,zh-TW
Lacrimi curgătoare,淚光閃閃,zh-TW
Ladino,神影刺客,zh-TW
Ladungstransfer,電荷轉移,zh-TW
Lama maledetta,詛咒之刃,zh-TW
Lama mortale,死神之刃,zh-TW
Lame d'infini,無盡之刃,zh-TW
Lame enragée de Guinsoo,鬼索的狂暴之刃,zh-TW
Lame funeste,死神之刃,zh-TW
Lame maudite,詛咒之刃,zh-TW
Lame più letali,更致命之刃,zh-TW
Lame rotanti,閃刃,zh-TW
Lames tueuses,更致命之刃,zh-TW
Lance de Shojin,精進之矛,zh-TW
Lancea lui Shojin,精進之矛,zh-TW
Lancer de dés,預料中的意外,zh-TW
Lancia di Shojin,精進之矛,zh-TW
Lanetli Kılıç,詛咒之刃,zh-TW
Lanetli Taç,詛咒之冠,zh-TW
Lanterna di Thresh,瑟雷西的燈籠,zh-TW
Lanterna do Thresh,瑟雷西的燈籠,zh-TW
Lanterne de Thresh,瑟雷西的燈籠,zh-TW
Lanza de Shojin,精進之矛,zh-TW
Lança de Shojin,精進之矛,zh-TW
Largo plazo,長久之計,zh-TW
Larme de la déesse,女神之淚,zh-TW
Larmes à gogo,淚光閃閃,zh-TW
Last Whisper,最後耳語,zh-TW
Lastrapietra del gargoyle,石像鬼磐核,zh-TW
Latarnia Thresha,瑟雷西的燈籠,zh-TW
Late Game Scaling,大器晚成,zh-TW
Late Game Specialist,專打後期,zh-TW
Latent Forge,潛在火爐,zh-TW
Latente Schmiede,潛在火爐,zh-TW
Le Méga-mecha,超能機甲,zh-TW
Le dimensioni contano,大小很重要,zh-TW
Le prix du sang,午餐錢,zh-TW
LeBlanc,勒布朗,zh-TW
Lebende Schmiede,活火爐,zh-TW
Lecciones de Boxeo,拳擊訓練,zh-TW
Lecsapó buzogány,打手連枷,zh-TW
Leczące Echo,治癒回音,zh-TW
Leczące Kule,治療靈球,zh-TW
Lecții de box,拳擊訓練,zh-TW
Leerenhandschuh,虛空武鬥場,zh-TW
Leerenstab,虛空之杖,zh-TW
Legie tří,「三」之軍團,zh-TW
Legion Trójek,「三」之軍團,zh-TW
Legion of Threes,「三」之軍團,zh-TW
Legione dei tre,「三」之軍團,zh-TW
Legiunea de trei,「三」之軍團,zh-TW
Legião de Três,「三」之軍團,zh-TW
Legión de Tres,「三」之軍團,zh-TW
Legión del tres,「三」之軍團,zh-TW
Legjobb barátok,一生摯友,zh-TW
Legământul cavalerului,騎士誓願,zh-TW
Legături ratate,就差你一個,zh-TW
Leibwache-Training,保鑣訓練,zh-TW
Lekce v boxu,拳擊訓練,zh-TW
Lekko Magiczny Rzut,一點點重抽魔法,zh-TW
Lekésett csatlakozás,就差你一個,zh-TW
Lelkek ébredése,魂力覺醒,zh-TW
Lendületes kezdés,加速開始,zh-TW
Lenyúlás,盜取,zh-TW
Leo Hạng,攀升之階I,zh-TW
Leona,雷歐娜,zh-TW
Lesser Mirrored Persona,初級鏡像人格,zh-TW
Letzter Atemzug,最後耳語,zh-TW
Level Up!,升級！,zh-TW
Leveleando en solitario,獨自升等,zh-TW
Lezioni di pugilato,拳擊訓練,zh-TW
Leçons de combat,早期教育,zh-TW
Leże Barona,巴龍巢穴,zh-TW
Liaison cybernétique,模控機械上鏈,zh-TW
Liaison de drone,無人機上鏈,zh-TW
Lich Bane,巫妖之禍,zh-TW
Lich Boğan,巫妖之禍,zh-TW
Lichtschild-Wappen,光盾之紋,zh-TW
Lightshield Arması,光盾之紋,zh-TW
Lightshield Crest,光盾之紋,zh-TW
Ligne de front,拳擊訓練,zh-TW
Limiar da Noite,夜色緣界,zh-TW
Limite da Razão,智慧末刃,zh-TW
Linceul d'apaisement,寂靜法衣,zh-TW
Linceul de la congruence,均等法衣,zh-TW
Lineup,陣容,zh-TW
Linh Hoạt,靈活變通,zh-TW
Linh Hồn Chuộc Tội,靈魂救贖,zh-TW
Linh Thú Vào Bếp,棋手廚房,zh-TW
Linie de înaltă tensiune,高電壓,zh-TW
Linterna de Thresh,瑟雷西的燈籠,zh-TW
Liquidación,跳樓大拍賣,zh-TW
Lissandra,麗珊卓,zh-TW
Listă duo,雙排,zh-TW
Lithoplastron de gargouille,石像鬼磐核,zh-TW
Lithoplastron solo,單人磐核,zh-TW
Litinová pánev,平底鍋,zh-TW
Little Buddies,小小夥伴,zh-TW
Living Forge,活火爐,zh-TW
Liên Hoàn Tinh Tú,星光連鎖,zh-TW
Llamada al caos,混沌召喚,zh-TW
Llamado al Caos,混沌召喚,zh-TW
Llora Todo lo que Quieras,淚如泉湧,zh-TW
Locket of the Iron Solari,日輪的加冕,zh-TW
Longo Prazo,長久之計,zh-TW
Loto Adornado,珠光蓮花II,zh-TW
Loto enjoyado,珠光蓮花II,zh-TW
Loto ingioiellato,珠光蓮花II,zh-TW
Lottatore professionista,拳擊選手,zh-TW
Lotus cu nestemate,珠光蓮花II,zh-TW
Lotus précieux,珠光蓮花II,zh-TW
Loupež základních předmětů,組件強盜,zh-TW
Lourde est la couronne,沉重王冠,zh-TW
Lov pokladů,尋寶遊戲,zh-TW
Lovagi eskü,騎士誓願,zh-TW
Lovcův dráp,潛行者之爪,zh-TW
Luchador,武鬥家,zh-TW
Lucidité,思緒清晰,zh-TW
Lucky Gloves,好運手套,zh-TW
Luden vihara,盧登驟雨,zh-TW
Luden'in Çığlığı,盧登驟雨,zh-TW
Luden's Tempest,盧登驟雨,zh-TW
Ludenova bouře,盧登驟雨,zh-TW
Ludens Sturm,盧登驟雨,zh-TW
Luksusowa Subskrypcja,訂購奢侈品,zh-TW
Lulu,露璐,zh-TW
Lumina stelelor,占星師,zh-TW
Lunch Money,午餐錢,zh-TW
Lunetist,狙擊專家,zh-TW
Lungimiranza,超前部署,zh-TW
Lustrzana Osobowość,鏡像人格,zh-TW
Lutador,武鬥家,zh-TW
Lutador Profissional,拳擊選手,zh-TW
Luvas da Sorte,好運手套,zh-TW
Luvas do Ladrão,竊賊手套,zh-TW
Luvas do Pugilista,格鬥手套,zh-TW
Luvinhas,縮小手套,zh-TW
Luxury Subscription,訂購奢侈品,zh-TW
Luxus előfizetés,訂購奢侈品,zh-TW
Luxus-Abonnement,訂購奢侈品,zh-TW
Luxusní předplatné,訂購奢侈品,zh-TW
Lá Chắn Chiến Thuật,棋手之盾,zh-TW
Lábrate un camino,殺出血路,zh-TW
Lágrima da Deusa,女神之淚,zh-TW
Lágrima de la Diosa,女神之淚,zh-TW
Lágrima de la diosa,女神之淚,zh-TW
Lágrimas Abundantes,淚光閃閃,zh-TW
Lángoló kohó,活火爐,zh-TW
Lâmina Amaldiçoada,詛咒之刃,zh-TW
Lâmina Mortal,死神之刃,zh-TW
Lâmina da Fúria de Guinsoo,鬼索的狂暴之刃,zh-TW
Lâminas Fatais,更致命之刃,zh-TW
Légion des trois,「三」之軍團,zh-TW
Lélek,百獸,zh-TW
Lélek embléma,百獸特攻隊徽章,zh-TW
Lélekparancsnok,百獸指揮官,zh-TW
Léčivá oka,治療靈球,zh-TW
Léčivé ozvěny,治癒回音,zh-TW
Lò Rèn Thăng Hoa,神聖熔爐,zh-TW
Lò Rèn Thần Thoại,攜帶型打鐵舖,zh-TW
Lò Rèn Tiềm Ẩn,潛在火爐,zh-TW
Lótus Adornada,珠光蓮花II,zh-TW
Lõi Bình Minh,破曉之核,zh-TW
Lüks Aboneliği,訂購奢侈品,zh-TW
Lấy Công Bù Thủ,玻璃大砲I,zh-TW
Lập Đội,人多好辦事,zh-TW
Lễ Vật Tái Chế,女武神的祝福,zh-TW
Lệ Lưu Ly,淚光閃閃,zh-TW
Lệch Chuẩn,怪咖集合,zh-TW
Lồng Đèn Của Thresh,瑟雷西的燈籠,zh-TW
Lời Thề Hiệp Sĩ,騎士誓願,zh-TW
Lời Thề Hộ Vệ,保衛者之誓,zh-TW
Lựa Chọn Độc Quyền,量身訂做,zh-TW
M.C. Spada,暴風之劍,zh-TW
Ma Thuật Đan Kết,魔力編織,zh-TW
Ma Trận Mã Độc,惡意程式矩陣,zh-TW
Mace's Will,戰錘意志,zh-TW
Maceracının Pazubendi,探索者護腕,zh-TW
Machadinha Infernal,獄火手斧,zh-TW
Maestro Yi,易大師,zh-TW
Magasfeszültség,高電壓,zh-TW
Magasztos kaland,非凡冒險,zh-TW
Magia Tejida,魔力編織,zh-TW
Magia entretejida,魔力編織,zh-TW
Magiczny Rzut,魔法擲骰,zh-TW
Magie întrepătrunsă,魔力編織,zh-TW
Magitechnická puškočepel,海克斯科技槍刃,zh-TW
Mailles en or,黃金巨龍,zh-TW
Main de la justice,正義手套,zh-TW
Makeshift Armor,臨時戰甲,zh-TW
Mal Kurtarma,回收再利用,zh-TW
Malandro Radiante,聖光無賴,zh-TW
Maldición del Liche,巫妖之禍,zh-TW
Mali Tytani,小小大英雄,zh-TW
Malicious Monetization,惡性經營,zh-TW
Malware Matrix,惡意程式矩陣,zh-TW
Malware-Matrix,惡意程式矩陣,zh-TW
Malwarová matice,惡意程式矩陣,zh-TW
Malá dárková taška,小型禮包,zh-TW
Malí kámoši,小小夥伴,zh-TW
Mana magique,魔力編織,zh-TW
Manechin de antrenament,訓練假人,zh-TW
Manechine animate,碰撞測試,zh-TW
Manechinizare,鈍化,zh-TW
Mangual del Guerrero,打手連枷,zh-TW
Mangual del guerrero,打手連枷,zh-TW
Mangual do Guerreiro,打手連枷,zh-TW
Mannequin d'entraînement,訓練假人,zh-TW
Mannequinification,鈍化,zh-TW
Mannequins de choc,碰撞測試,zh-TW
Mano de la Justicia,正義手套,zh-TW
Mano de la justicia,正義手套,zh-TW
Mano della giustizia,正義手套,zh-TW
Manopla Adornada,寶石手套,zh-TW
Manopla do Vazio,虛空武鬥場,zh-TW
Manteau de Négatron,負極斗篷,zh-TW
Manteau de la nuit,夜色緣界,zh-TW
Mantello del Sole,日炎斗篷,zh-TW
Mantello dello stratega,棋手披風,zh-TW
Mantello di Negatron,負極斗篷,zh-TW
Mantenerse unidos,並肩作戰,zh-TW
Mantenha a Posição,堅守前線,zh-TW
Manter a União,並肩作戰,zh-TW
Mantia tacticianului,棋手披風,zh-TW
Mantie Negatron,負極斗篷,zh-TW
Mantie solară,日炎斗篷,zh-TW
Manto da Imobilidade,寂靜法衣,zh-TW
Manto de Quietud,寂靜法衣,zh-TW
Manto del Ocaso,均等法衣,zh-TW
Mantén la Posición,堅守前線,zh-TW
Maokai,茂凱,zh-TW
Maratona de Compras,買不手軟,zh-TW
Marauder,劫掠者,zh-TW
Marauder Emblem,劫掠者徽章,zh-TW
Maraudeur,劫掠者,zh-TW
Marchando un doble,價值爆棚,zh-TW
Mare și amenințătoare,巨大強悍,zh-TW
Marguereep,小米普,zh-TW
Marioneta Sombría,影子木偶,zh-TW
Marioneta en las sombras,影子木偶,zh-TW
"Marioneta, to jsem já",鈍化,zh-TW
Marionete das Sombras,影子木偶,zh-TW
Marodeur,劫掠者,zh-TW
Marodeur-Emblem,劫掠者徽章,zh-TW
Martalóc,劫掠者,zh-TW
Martalóc embléma,劫掠者徽章,zh-TW
Maruderzy,劫掠者,zh-TW
Master Yi,易大師,zh-TW
Masz Mój Łuk,吾弓效命於您,zh-TW
Mata-Gigantes,巨人殺手,zh-TW
Matador de Aluguel,契約殺手,zh-TW
Matrice,惡意程式矩陣,zh-TW
Matrice malware,惡意程式矩陣,zh-TW
Matriz de Malware,惡意程式矩陣,zh-TW
Matriz de malware,惡意程式矩陣,zh-TW
Matryca Wirusa,惡意程式矩陣,zh-TW
Mavi Güçlendirme,藍Buff,zh-TW
Max Build,頂裝,zh-TW
Maximale Ausrüstung,頂裝,zh-TW
May the Fours Be With You,願四之力與你同在,zh-TW
Mazzafrusto dell'Assaltatore,打手連枷,zh-TW
Maître Yi,易大師,zh-TW
Maîtrise de l'artisanat,精心製作,zh-TW
Maîtrise de l'épée de Yasuo,犽宿的迅雷之技,zh-TW
Mała Torba z Różnościami,小型禮包,zh-TW
"Małe, Ale Zabójcze",致命豆丁,zh-TW
Mech,機械戰甲,zh-TW
Mecha,機械戰甲,zh-TW
Mechanický urychlovač,發條加速器,zh-TW
Mechanikus gyorsító,發條加速器,zh-TW
Mechy,機械戰甲,zh-TW
Medaglione dei Solari di ferro,日輪的加冕,zh-TW
Medaglione diramante,支配寶匣,zh-TW
Medailon stimulace,支配寶匣,zh-TW
Medailónek železných Solari,日輪的加冕,zh-TW
Medalhão Enervante,支配寶匣,zh-TW
Medalhão dos Solari de Ferro,日輪的加冕,zh-TW
Medalion stimulant,支配寶匣,zh-TW
Medallón de los Solari,日輪的加冕,zh-TW
Medallón estimulante,支配寶匣,zh-TW
Mediator,仲裁者,zh-TW
Medyum,降靈師,zh-TW
Medyum Modu,降靈師模式,zh-TW
Meep Cực Tốc,米普終端速度,zh-TW
Meeple,米普星人,zh-TW
Meeple Emblem,米普星人徽章,zh-TW
Meeple-Emblem,米普星人徽章,zh-TW
Meeplo,米普星人,zh-TW
Meepsie,小米普,zh-TW
Megamecha,超能機甲,zh-TW
Megamorfosis,重整裝置,zh-TW
Megrontott vámpírjogar,詛咒吸血鬼權杖,zh-TW
Megszálló Zed,影忍煞星：劫,zh-TW
Megtorlás,復仇,zh-TW
Megváltó,救世主,zh-TW
Megéri a várakozást,值得等待,zh-TW
Megújult erő,回春,zh-TW
Meilleurs amis,一生摯友,zh-TW
Mejora Roja,紅Buff,zh-TW
Mejora azul,藍Buff,zh-TW
Mejora roja,紅Buff,zh-TW
Mejores Amigos,一生摯友,zh-TW
Mejores amiguis,一生摯友,zh-TW
Meka,機械戰甲,zh-TW
Mekanik Hızlandırıcı,發條加速器,zh-TW
Melek Asası,熾天使之杖,zh-TW
Melhores Amigos,一生摯友,zh-TW
Mellékhatások,副作用,zh-TW
Mending Echoes,治癒回音,zh-TW
Mente Despejada,思緒清晰,zh-TW
Mente Saturada,思緒雜亂,zh-TW
Mente Vazia,思緒清晰,zh-TW
Mente confusa,思緒雜亂,zh-TW
Mente despejada,思緒清晰,zh-TW
Mente lucida,思緒清晰,zh-TW
Mente saturada,思緒雜亂,zh-TW
Menší Zrcadlová osobnost,初級鏡像人格,zh-TW
Mercure,水銀兜帽,zh-TW
Mercúrio,水銀兜帽,zh-TW
Merită așteptarea,值得等待,zh-TW
Merkezini Bul,中堅自強,zh-TW
Merodeador,劫掠者,zh-TW
Merész húzás,高風險高報酬,zh-TW
Mesada,午餐錢,zh-TW
Messa in moto,加速開始,zh-TW
Mesterlövész,狙擊專家,zh-TW
Mesterlövész embléma,狙擊專家徽章,zh-TW
Meu Arco é Seu,吾弓效命於您,zh-TW
Meșter de săbii,劍匠,zh-TW
Meșter de toiege,杖匠,zh-TW
Mi arco a tu servicio,吾弓效命於您,zh-TW
Mici titani,小小大英雄,zh-TW
Mici și letale,致命豆丁,zh-TW
Micincik,小米普,zh-TW
Micingil,米普星人,zh-TW
Micingil Amblemi,米普星人徽章,zh-TW
Miecz-Pistolet Hextech,海克斯科技槍刃,zh-TW
Miecznik,劍匠,zh-TW
Mieczowy Przesyt,刀劍湧流,zh-TW
Miezul zorilor,破曉之核,zh-TW
Migliori amici,一生摯友,zh-TW
Migoczące Ostrze,閃刃,zh-TW
Milagre de Soraka,索拉卡的奇蹟,zh-TW
Milagro de Soraka,索拉卡的奇蹟,zh-TW
Milio,米里歐,zh-TW
Min-Max,最大最小化,zh-TW
Min-max,最大最小化,zh-TW
Mindent egyre,嘟嘟好,zh-TW
Mini Black Hole,迷你黑洞,zh-TW
Mini Buco nero,迷你黑洞,zh-TW
Mini Czarna Dziura,迷你黑洞,zh-TW
Mini Kara Delik,迷你黑洞,zh-TW
Mini Titani,小小大英雄,zh-TW
Mini fekete lyuk,迷你黑洞,zh-TW
Mini gaură neagră,迷你黑洞,zh-TW
Mini trou noir,迷你黑洞,zh-TW
Mini černá díra,迷你黑洞,zh-TW
Mini-Tacticien,迷你小英雄,zh-TW
Miniagujero Negro,迷你黑洞,zh-TW
Miniburaco Negro,迷你黑洞,zh-TW
Minik Ama Ölümcül,致命豆丁,zh-TW
Minik Devler,小小大英雄,zh-TW
Minik Dostlar,小小夥伴,zh-TW
Minititanes,小小大英雄,zh-TW
Minititã,迷你小英雄,zh-TW
Minte aglomerată,思緒雜亂,zh-TW
Minte limpede,思緒清晰,zh-TW
Mip,米普星人,zh-TW
Mipim,小米普,zh-TW
Miplík,米普星人,zh-TW
Mipo,米普星人,zh-TW
Mippino,小米普,zh-TW
Mipík,小米普,zh-TW
Mira Óptica,目標鎖定光學,zh-TW
Miracle de Soraka,索拉卡的奇蹟,zh-TW
Miracolo di Soraka,索拉卡的奇蹟,zh-TW
Miracolul Sorakăi,索拉卡的奇蹟,zh-TW
Mirrored Persona,鏡像人格,zh-TW
Misfits,怪咖集合,zh-TW
Misiune în acțiune,重新開始任務,zh-TW
Miss Fortune,好運姐,zh-TW
Missed Connections,就差你一個,zh-TW
Mistr Yi,易大師,zh-TW
Mitones,縮小手套,zh-TW
Mittens,縮小手套,zh-TW
Mniejsza Lustrzana Osobowość,初級鏡像人格,zh-TW
Mniejszy Tytan,迷你小英雄,zh-TW
Mobilidade Crescente,向上流動,zh-TW
Mobilità aumentata,向上流動,zh-TW
Mocný mech,超能機甲,zh-TW
Modalità Convogliatore,降靈師模式,zh-TW
Modalità replicante,復刻師模式,zh-TW
Modalità sfidante,極速快手模式,zh-TW
Mode Canalisateur,降靈師模式,zh-TW
Mode Challenger,極速快手模式,zh-TW
Mode Réplicateur,復刻師模式,zh-TW
Modo Canalizador,降靈師模式,zh-TW
Modo Conduíte,降靈師模式,zh-TW
Modo Desafiante,極速快手模式,zh-TW
Modo Replicador,復刻師模式,zh-TW
Modo Retador,極速快手模式,zh-TW
Modo conducto,降靈師模式,zh-TW
Modo contienda,極速快手模式,zh-TW
Modo réplica,復刻師模式,zh-TW
Modrý buff,藍Buff,zh-TW
Modul de competitor,極速快手模式,zh-TW
Modul de intermediar,降靈師模式,zh-TW
Modul de replicator,復刻師模式,zh-TW
Mon arc est vôtre,吾弓效命於您,zh-TW
Monetización Maligna,惡性經營,zh-TW
Monetización malvada,惡性經營,zh-TW
Monetizare ostilă,惡性經營,zh-TW
Monetização Maliciosa,惡性經營,zh-TW
Monetizzazione infida,惡性經營,zh-TW
Money Hungry,貪財,zh-TW
Money Monsoon,天外橫財,zh-TW
Monsoni sonanti,天外橫財,zh-TW
Monte um Amigo,開局新手包,zh-TW
Monzón Millonario,天外橫財,zh-TW
Monzón de oro,天外橫財,zh-TW
Monção Monetária,天外橫財,zh-TW
Monétisation malveillante,惡性經營,zh-TW
Mordekaiser,魔鬥凱薩,zh-TW
Morellonomicon,黑魔禁書,zh-TW
Morellonomicón,黑魔禁書,zh-TW
Morellonomikon,黑魔禁書,zh-TW
Morgana,魔甘娜,zh-TW
Mortaja de la quietud,均等法衣,zh-TW
Mosse rischiose,高風險高報酬,zh-TW
Moufles,縮小手套,zh-TW
Movimentos Arriscados,高風險高報酬,zh-TW
Mroczna Dama,闇翼魔女,zh-TW
Mroczne Gwiazdy,幽冥煞星,zh-TW
Mudando de Área,斜槓英雄,zh-TW
Muffole,縮小手套,zh-TW
Muhafızın Adağı,保衛者之誓,zh-TW
Muhteşem Meka,超能機甲,zh-TW
Muson de bani,天外橫財,zh-TW
Mutări riscante,高風險高報酬,zh-TW
Muñeco de Entrenamiento,訓練假人,zh-TW
Muñecos de Prueba para Choques,碰撞測試,zh-TW
Mučedníkova ctnost,烈士美德,zh-TW
Myślenie Przyszłościowe,超前部署,zh-TW
Mártírerény,烈士美德,zh-TW
Másolás,複製,zh-TW
Másoló,復刻師,zh-TW
Másoló mód,復刻師模式,zh-TW
Máy Móc,機械戰甲,zh-TW
Máš můj luk,吾弓效命於您,zh-TW
Mâna justiției,正義手套,zh-TW
Mão da Justiça,正義手套,zh-TW
Médaillon d'excitation,支配寶匣,zh-TW
Médaillon de l'Iron Solari,日輪的加冕,zh-TW
Mételyékkő,枯萎寶石,zh-TW
Mínimo - Máximo,最大最小化,zh-TW
Mínimo/Máximo,最大最小化,zh-TW
Mírně magický hod,一點點重抽魔法,zh-TW
Món Quà Ngọt Ngào,美味甜點,zh-TW
Móng Vuốt Sterak,史特拉克手套,zh-TW
Móng Vuốt Ám Muội,潛行者之爪,zh-TW
Mögen die Vier mit dir sein,願四之力與你同在,zh-TW
Mücevherli Eldiven,寶石手套,zh-TW
Mücevherli Nilüfer,珠光蓮花II,zh-TW
Müdafi,堡壘衛士,zh-TW
Müdafi Amblemi,堡壘衛士徽章,zh-TW
Mănușa Vidului,虛空武鬥場,zh-TW
Mănușa cu nestemate,寶石手套,zh-TW
Mănuși de antrenament,格鬥手套,zh-TW
Mănuși norocoase,好運手套,zh-TW
Mănuși strașnice,縮小手套,zh-TW
Mănușile tâlharului,竊賊手套,zh-TW
Mărimea contează,大小很重要,zh-TW
Mũ Phù Thủy Rabadon,死亡之帽,zh-TW
Mũ Thích Nghi,適性神盔,zh-TW
Mũ Tử Thần,致死之帽,zh-TW
"Một Bùa, Hai Bùa",一個Buff，兩個Buff,zh-TW
Một Hai Ba,一二三,zh-TW
"Một, Hai, Năm!",一、二、五！,zh-TW
Mở Lối,殺出血路,zh-TW
N.O.V.A,超新星,zh-TW
N.O.V.A.,超新星,zh-TW
N.O.V.A. Amblemi,超新星徽章,zh-TW
N.O.V.A. Emblem,超新星徽章,zh-TW
N.O.V.A. embléma,超新星徽章,zh-TW
N.O.V.A. 상징,超新星徽章,zh-TW
N.O.V.A.-Emblem,超新星徽章,zh-TW
N.O.V.A.の紋章,超新星徽章,zh-TW
N.O.V.A.徽章,超新星徽章,zh-TW
NHẮM MẮT CHƠI BỪA,不偵察不換陣容,zh-TW
NO SCOUT NO PIVOT,不偵察不換陣容,zh-TW
Na velikosti záleží,大小很重要,zh-TW
Nach dem Himmel greifen,伸手摘星,zh-TW
Nada Się,死得有價值I,zh-TW
Nagy zsákbamacska,大禮包,zh-TW
Nagy ölelés I.,大家來抱抱,zh-TW
Najdi své těžiště,中堅自強,zh-TW
Najeźdźca Zed,影忍煞星：劫,zh-TW
Najlepsi Przyjaciele,一生摯友,zh-TW
Nami,娜米,zh-TW
Nanh Nashor,納什之牙,zh-TW
Naptűz köpeny,日炎斗篷,zh-TW
Naptűz tábla,日炎燎原,zh-TW
Naramiennik Poszukiwacza,探索者護腕,zh-TW
Narozeninové setkání,生日團聚,zh-TW
